Employee ID,First Name,Last Name,Gender,Date of Birth,Date of Hire,Department,Job Title,Manager ID,Employment Status
E1281,Veronica,Carter,Non-Binary,1995-10-26,2024-09-08,Sales,Sales Associate,E1029,Full-time
E1282,Michelle,Moore,Non-Binary,1974-10-01,2012-07-13,Consulting,Lead Consultant,E1066,Full-time
E1283,David,Welch,Female,2003-06-06,2022-12-29,Accounting,Billing Specialist,E1072,Part-time
E1284,Thomas,Bird,Male,1961-12-03,1986-06-07,Recruitment,Recruitment Manager,E1065,Full-time
E1285,Alex,Kerr,Female,1961-09-28,1987-11-19,IT,IT Manager,E1000,Part-time
E1286,Joanna,Bass,Female,1966-07-08,1993-10-01,Recruitment,Recruitment Manager,E1058,Part-time
E1287,Erin,Gardner,Male,1959-08-06,2008-03-15,IT,Software Engineer,E1071,Part-time
E1288,Joshua,Taylor,Female,1988-02-01,2020-01-07,Recruitment,Recruitment Manager,,Full-time
E1289,Robert,Webb,Male,1968-06-27,1991-11-17,Recruitment,Senior Recruiter,E1084,Contract
E1290,Morgan,Thompson,Female,1991-06-28,2023-11-07,Consulting,Lead Consultant,E1069,Full-time
E1291,Joseph,Green,Male,1980-02-13,2001-02-12,Consulting,Lead Consultant,,Full-time
E1292,Rachel,Cline,Female,1977-09-11,2010-03-24,HR,HR Manager,E1057,Contract
E1293,Jeffrey,Anderson,Non-Binary,2001-02-11,2024-08-16,IT,Software Engineer,E1094,Part-time
E1294,Lindsey,Ross,Female,1971-02-19,2014-02-06,HR,HR Manager,,Contract
E1295,Mikayla,Pratt,Male,1992-12-01,2012-09-30,HR,HR Specialist,,Contract
E1296,Jack,Acosta,Female,1996-02-13,2017-04-05,Accounting,Finance Manager,,Contract
E1297,Joanne,Nicholson,Female,1986-03-13,2024-10-05,Sales,Account Executive,,Contract
E1298,Jeremy,Williams,Non-Binary,1971-08-26,1992-10-22,Recruitment,Senior Recruiter,,Part-time
E1299,Randy,Murillo,Non-Binary,1960-12-20,1979-07-06,Recruitment,Recruitment Manager,,Part-time
E1300,Thomas,Higgins,Female,1986-03-09,2004-03-15,Sales,Sales Associate,E1051,Full-time
E1301,Derek,Curry,Non-Binary,1973-04-12,2007-04-27,HR,HR Assistant,E1054,Full-time
E1302,Ashley,Richard,Male,1983-08-24,2007-01-19,Consulting,Consultant,E1011,Contract
E1303,Kevin,Leon,Non-Binary,1997-07-04,2015-06-23,Consulting,Lead Consultant,,Full-time
E1304,Danny,Phillips,Male,1997-10-05,2017-05-19,Consulting,Senior Consultant,,Full-time
E1305,James,Taylor,Non-Binary,1976-11-19,2001-07-12,HR,HR Assistant,,Full-time
E1306,Cynthia,Delgado,Female,2002-03-19,2024-09-10,Consulting,Senior Consultant,E1012,Contract
E1307,Tonya,Jones,Female,1966-12-11,2020-01-06,Consulting,Lead Consultant,E1050,Part-time
E1308,Jennifer,Turner,Male,1964-12-07,2010-04-08,Sales,Account Executive,E1047,Full-time
E1309,Christine,Ford,Non-Binary,1988-05-11,2010-06-13,HR,HR Specialist,E1032,Part-time
E1310,Kyle,Williams,Non-Binary,1999-12-25,2021-02-01,Accounting,Accountant,,Full-time
E1311,David,Lewis,Male,1968-07-13,2004-03-25,IT,Software Engineer,,Part-time
E1312,Mark,Miller,Non-Binary,1973-03-14,2002-10-27,Accounting,Finance Manager,E1062,Full-time
E1313,Cheryl,Mullen,Non-Binary,1986-08-21,2006-03-25,Accounting,Finance Manager,,Part-time
E1314,Casey,Maxwell,Male,1973-06-14,1993-04-30,Sales,Sales Associate,E1004,Full-time
E1315,Kevin,Payne,Female,1976-04-20,2003-09-22,Recruitment,Recruiter,E1091,Full-time
E1316,Travis,Armstrong,Non-Binary,2004-01-11,2022-01-10,Sales,Account Executive,,Part-time
E1317,Carlos,Leonard,Female,1984-12-15,2010-01-17,Consulting,Lead Consultant,,Contract
E1318,Charlene,Mitchell,Non-Binary,1975-01-21,2003-10-12,Recruitment,Recruiter,E1019,Contract
E1319,Matthew,Carpenter,Non-Binary,1976-12-20,2003-06-30,Sales,Account Executive,E1027,Full-time
E1320,Daryl,Bryan,Non-Binary,1966-07-25,2011-02-02,IT,Software Engineer,,Contract
E1321,Stephanie,Foster,Non-Binary,1965-11-04,2018-08-27,Recruitment,Senior Recruiter,,Part-time
E1322,Wendy,Mills,Male,1983-03-07,2016-06-29,Accounting,Billing Specialist,E1043,Contract
E1323,Maxwell,Alvarez,Female,1990-05-29,2022-12-27,HR,HR Assistant,,Full-time
E1324,Maria,Morgan,Male,1974-01-28,1998-03-29,HR,HR Manager,E1042,Part-time
E1325,Tyler,Fuentes,Non-Binary,2003-02-14,2024-02-16,Sales,Sales Associate,E1017,Part-time
E1326,Cynthia,Carr,Non-Binary,1989-06-29,2018-08-17,Sales,Sales Manager,E1047,Part-time
E1327,Danny,Kim,Male,1993-04-12,2024-02-12,Accounting,Accountant,,Full-time
E1328,Justin,Graham,Non-Binary,1963-02-19,1992-04-05,Accounting,Finance Manager,E1057,Contract
E1329,Erik,Gentry,Non-Binary,1973-09-18,2005-02-05,Accounting,Accountant,,Contract
E1330,Shelby,Floyd,Female,1967-02-11,2010-01-15,Accounting,Billing Specialist,,Contract
E1331,Chad,Hill,Male,1972-06-03,2001-10-21,HR,HR Manager,,Contract
E1332,Thomas,Fernandez,Male,1969-03-18,1992-12-09,Sales,Account Executive,E1016,Full-time
E1333,Sabrina,Hoover,Female,1998-06-30,2020-10-30,Consulting,Consultant,,Full-time
E1334,John,Johnson,Male,1989-02-28,2013-06-22,Sales,Sales Associate,,Contract
E1335,John,Jones,Non-Binary,1973-08-13,1992-02-20,IT,System Administrator,E1027,Part-time
E1336,Robert,Garcia,Female,1959-10-12,1996-10-11,Accounting,Accountant,,Contract
E1337,Kevin,Kim,Non-Binary,1994-07-03,2021-11-04,Consulting,Lead Consultant,E1033,Contract
E1338,Elizabeth,Thompson,Male,1961-05-01,2003-04-24,IT,System Administrator,,Full-time
E1339,Jessica,Floyd,Female,1963-11-11,2013-09-10,HR,HR Specialist,,Part-time
E1340,Warren,Gilbert,Female,1985-02-28,2012-02-22,Recruitment,Recruiter,,Part-time
E1341,Thomas,Thompson,Male,1967-09-22,2004-04-08,Recruitment,Senior Recruiter,E1048,Full-time
E1342,Jesse,Harris,Male,1977-01-30,2013-10-17,Consulting,Lead Consultant,E1028,Contract
E1343,Edward,Curtis,Female,1978-10-03,2003-09-29,HR,HR Specialist,E1062,Contract
E1344,Tristan,Harrison,Female,1977-07-25,2005-02-18,IT,IT Manager,,Contract
E1345,Kelly,King,Non-Binary,2003-12-25,2022-10-01,Accounting,Billing Specialist,,Part-time
E1346,Joseph,Anderson,Female,1962-04-28,2011-03-03,Consulting,Senior Consultant,E1081,Part-time
E1347,Andrea,Cole,Male,1992-10-25,2022-10-09,IT,IT Manager,,Contract
E1348,Matthew,Hess,Non-Binary,1978-08-13,2016-05-14,HR,HR Manager,E1014,Full-time
E1349,Ricky,Bond,Non-Binary,1992-02-28,2014-03-13,IT,IT Manager,E1037,Contract
E1350,Jessica,Estes,Male,2004-11-17,2023-01-04,HR,HR Specialist,E1039,Full-time
E1351,Ryan,Fox,Non-Binary,1985-01-30,2003-02-10,Accounting,Finance Manager,E1086,Part-time
E1352,Abigail,Sosa,Non-Binary,2001-09-26,2024-01-02,IT,Software Engineer,,Contract
E1353,Robert,Jones,Female,1965-05-27,1987-10-22,Consulting,Consultant,E1076,Contract
E1354,Brandy,Garrett,Non-Binary,1999-06-13,2023-02-17,Recruitment,Recruitment Manager,,Full-time
E1355,Lindsay,Cannon,Female,1993-10-18,2019-07-02,HR,HR Manager,,Full-time
E1356,William,Wood,Non-Binary,1967-10-10,2022-04-02,Accounting,Finance Manager,E1084,Part-time
E1357,Kenneth,Mclaughlin,Female,1975-12-27,2003-01-31,Consulting,Senior Consultant,,Full-time
E1358,Joseph,Murillo,Female,1966-04-13,1995-01-16,HR,HR Manager,,Contract
E1359,Jeremy,Lloyd,Female,1959-12-22,1981-08-22,Recruitment,Recruitment Manager,,Full-time
E1360,Joshua,Martinez,Female,1961-07-17,1988-01-20,Accounting,Finance Manager,,Part-time
E1361,Mason,Adams,Female,1988-05-07,2014-06-01,HR,HR Manager,E1092,Part-time
E1362,Paula,Cline,Female,1978-02-02,2005-01-18,Sales,Sales Manager,,Part-time
E1363,Erik,Richardson,Male,1965-11-16,1991-11-15,IT,IT Manager,E1037,Full-time
E1364,Michael,Maldonado,Female,1985-07-10,2010-09-16,Accounting,Finance Manager,,Full-time
E1365,Latasha,Scott,Male,1968-04-10,1986-11-14,HR,HR Assistant,,Full-time
E1366,Matthew,White,Female,1962-08-03,2004-06-04,Recruitment,Recruitment Manager,E1099,Part-time
E1367,James,Johnson,Male,1965-10-20,2007-08-27,Sales,Sales Associate,,Full-time
E1368,Stephanie,Jackson,Female,1969-05-31,1987-06-17,Recruitment,Recruiter,,Full-time
E1369,John,West,Non-Binary,1966-09-28,2004-05-11,Accounting,Accountant,,Part-time
E1370,Steven,Hensley,Non-Binary,1980-06-09,2006-05-30,IT,System Administrator,,Full-time
E1371,Rose,Young,Non-Binary,2001-06-25,2022-07-06,Sales,Sales Manager,E1011,Part-time
E1372,Michael,Hardy,Female,1962-10-28,2009-05-12,IT,IT Manager,,Full-time
E1373,Teresa,Willis,Female,2004-11-06,2023-03-06,Accounting,Finance Manager,,Part-time
E1374,Brandi,Hall,Female,1992-10-07,2014-08-11,Accounting,Finance Manager,E1025,Part-time
E1375,Eric,Lowery,Non-Binary,2002-04-02,2020-04-28,Consulting,Lead Consultant,,Part-time
E1376,Donald,Frank,Male,1996-07-30,2017-08-04,Sales,Sales Manager,E1030,Part-time
E1377,Stephen,Grant,Male,1991-11-09,2014-09-22,HR,HR Manager,E1086,Part-time
E1378,Morgan,Hammond,Female,1970-03-18,2006-02-21,Consulting,Consultant,E1032,Full-time
E1379,Tonya,Bryant,Male,2002-09-14,2023-07-04,Accounting,Accountant,E1089,Full-time
E1380,Terrance,Miller,Female,2001-02-24,2019-12-15,HR,HR Assistant,,Full-time
E1381,Stacey,David,Female,1986-01-19,2011-01-04,HR,HR Assistant,E1071,Part-time
E1382,Jennifer,Montgomery,Male,1982-06-19,2005-11-15,Consulting,Lead Consultant,,Part-time
E1383,Rachel,Serrano,Male,2000-07-20,2020-11-21,Recruitment,Senior Recruiter,E1028,Full-time
E1384,Sara,Leonard,Female,1981-02-23,2024-11-01,Accounting,Accountant,E1051,Contract
E1385,Zachary,Miller,Female,1991-02-26,2019-03-30,IT,System Administrator,E1049,Full-time
E1386,David,Garcia,Female,2000-10-17,2018-11-03,Sales,Sales Associate,,Full-time
E1387,Danny,Evans,Non-Binary,1967-06-29,1991-10-24,IT,Software Engineer,,Part-time
E1388,David,Parker,Non-Binary,1971-01-19,2011-09-22,HR,HR Assistant,,Part-time
E1389,Frank,Beck,Female,1996-04-01,2017-03-04,IT,Software Engineer,E1054,Contract
E1390,William,Rodriguez,Non-Binary,1976-07-28,2013-03-14,Accounting,Accountant,,Part-time
E1391,Susan,Reed,Female,1988-03-12,2009-02-10,Accounting,Accountant,,Full-time
E1392,Joann,Green,Female,2000-05-16,2018-09-25,IT,Software Engineer,E1035,Contract
E1393,Dana,Clarke,Non-Binary,2004-04-26,2023-03-20,HR,HR Manager,,Full-time
E1394,Laura,Delacruz,Female,1976-02-11,2021-07-28,Sales,Sales Manager,,Contract
E1395,Michael,Hammond,Male,1959-11-05,2012-10-23,Consulting,Lead Consultant,,Full-time
E1396,Margaret,Jones,Male,1990-12-12,2009-04-04,IT,Software Engineer,E1046,Contract
E1397,John,Conner,Female,1994-10-06,2023-12-28,Sales,Sales Manager,,Full-time
E1398,Brittney,Davidson,Non-Binary,1977-08-28,2004-01-18,Sales,Account Executive,E1061,Contract
E1399,Aaron,Peterson,Male,1966-10-11,2016-11-23,Recruitment,Recruiter,E1094,Part-time
E1400,Katie,Brown,Non-Binary,1988-10-25,2012-06-27,Accounting,Billing Specialist,,Full-time
E1401,Rebecca,Johnson,Female,1998-12-11,2018-01-27,Sales,Account Executive,,Contract
E1402,Andrew,Johnson,Female,1983-01-06,2017-12-24,HR,HR Assistant,,Contract
E1403,Richard,Collins,Male,1971-05-18,2023-12-06,HR,HR Assistant,E1024,Full-time
E1404,Alexa,Hunt,Non-Binary,1984-11-08,2016-02-14,Accounting,Finance Manager,,Full-time
E1405,Robert,Fitzgerald,Female,1977-10-28,2009-11-06,IT,Software Engineer,,Part-time
E1406,Thomas,Jones,Non-Binary,1971-04-09,2010-05-02,Consulting,Senior Consultant,E1099,Contract
E1407,Ashley,Johnson,Non-Binary,1987-04-30,2021-08-03,HR,HR Specialist,E1061,Part-time
E1408,Shannon,Richardson,Male,1989-09-30,2011-01-16,IT,IT Manager,,Part-time
E1409,Anthony,Luna,Female,1959-08-24,2007-01-02,Sales,Account Executive,E1079,Full-time
E1410,Vicki,Rowland,Male,1968-10-05,2023-01-25,IT,Software Engineer,,Contract
E1411,Devon,Webster,Female,1975-12-08,2015-12-05,Consulting,Senior Consultant,,Contract
E1412,Sara,Richardson,Non-Binary,2000-01-18,2024-05-02,Accounting,Billing Specialist,,Full-time
E1413,Kathy,Crawford,Non-Binary,1991-03-13,2015-03-08,IT,System Administrator,E1067,Contract
E1414,Emily,Jones,Non-Binary,1967-10-30,2015-06-13,Sales,Sales Associate,,Full-time
E1415,Annette,Gilbert,Male,1984-08-24,2019-01-06,Recruitment,Recruitment Manager,,Contract
E1416,Michelle,Walker,Female,1981-08-29,2007-05-02,Sales,Sales Associate,,Full-time
E1417,Jacob,Jacobs,Male,1979-08-26,2000-01-17,HR,HR Manager,,Part-time
E1418,Misty,Ayala,Female,2000-07-02,2019-11-11,Recruitment,Recruitment Manager,,Contract
E1419,Jo,Gonzalez,Male,1985-10-06,2018-01-17,Sales,Sales Manager,E1083,Contract
E1420,Jennifer,Norman,Female,1975-12-28,2006-06-01,Recruitment,Senior Recruiter,E1029,Contract
E1421,Sara,Parker,Female,1981-10-12,2007-04-06,IT,System Administrator,E1063,Full-time
E1422,Kathryn,Estrada,Female,2000-08-01,2018-02-03,Accounting,Billing Specialist,,Full-time
E1423,Mary,Mcknight,Male,1984-09-27,2015-05-23,IT,System Administrator,,Full-time
E1424,Carolyn,Mitchell,Female,1994-04-12,2016-02-07,Consulting,Consultant,,Full-time
E1425,Jennifer,Crosby,Male,1985-01-04,2009-09-20,Consulting,Senior Consultant,,Contract
E1426,Robert,Garcia,Female,1971-04-06,1990-01-24,IT,Software Engineer,,Full-time
E1427,Michele,Hawkins,Female,1964-10-11,2000-10-16,HR,HR Specialist,E1043,Contract
E1428,Jennifer,Cochran,Non-Binary,1985-06-20,2022-12-21,Accounting,Billing Specialist,,Full-time
E1429,Steven,Mason,Male,1960-03-10,1985-04-09,IT,Software Engineer,,Contract
E1430,Jesus,Shelton,Male,2003-02-17,2021-08-14,Sales,Sales Manager,E1028,Contract
E1431,Paul,Hawkins,Female,1977-12-19,2000-12-17,Recruitment,Senior Recruiter,,Full-time
E1432,Miranda,Diaz,Non-Binary,1960-08-31,2016-10-04,Consulting,Consultant,,Contract
E1433,Kenneth,Smith,Female,1970-02-28,2014-01-02,Sales,Sales Associate,,Part-time
E1434,Shannon,Woods,Female,1985-09-06,2008-04-13,HR,HR Assistant,E1014,Contract
E1435,Robert,Thompson,Male,2000-06-07,2020-06-02,Recruitment,Recruiter,E1080,Full-time
E1436,John,Hernandez,Female,1961-04-23,2003-08-19,Recruitment,Recruiter,,Full-time
E1437,Stephen,Conner,Female,1982-10-10,2023-05-30,IT,IT Manager,,Contract
E1438,Riley,Black,Female,1995-06-29,2021-09-26,Sales,Account Executive,,Contract
E1439,Cory,Zamora,Male,1972-02-25,1994-03-15,Recruitment,Senior Recruiter,E1007,Full-time
E1440,Timothy,Simpson,Female,1986-11-11,2009-08-17,HR,HR Specialist,E1015,Full-time
E1441,Stephanie,Sutton,Male,1982-11-09,2012-04-01,IT,IT Manager,E1025,Contract
E1442,Rebecca,Ferguson,Non-Binary,1970-12-22,2005-03-12,Recruitment,Recruiter,E1100,Contract
E1443,Roberta,Gordon,Female,1963-11-30,2018-03-06,Sales,Account Executive,,Full-time
E1444,David,Doyle,Female,1970-06-21,1993-11-16,Consulting,Senior Consultant,E1024,Full-time
E1445,Daniel,Freeman,Male,1995-12-19,2021-06-23,Recruitment,Recruiter,E1073,Full-time
E1446,Christopher,Espinoza,Female,1973-09-11,2002-11-01,Sales,Sales Manager,,Contract
E1447,Kenneth,Rivas,Male,1964-08-19,1988-09-10,Consulting,Senior Consultant,E1014,Contract
E1448,Jillian,Fox,Female,1983-04-25,2023-07-05,Consulting,Consultant,,Part-time
E1449,Michael,Wood,Male,1977-10-12,2008-10-22,Accounting,Finance Manager,E1036,Full-time
E1450,Anthony,Reed,Non-Binary,1987-05-20,2016-06-12,Sales,Sales Associate,,Contract
E1451,Taylor,Martin,Male,1999-10-06,2018-12-26,IT,Software Engineer,E1055,Full-time
E1452,Cynthia,Smith,Female,2002-10-14,2024-05-27,IT,Software Engineer,,Contract
E1453,Karen,Allison,Non-Binary,1994-07-24,2014-06-14,Accounting,Accountant,E1081,Full-time
E1454,Timothy,Ortiz,Non-Binary,1985-01-30,2009-02-04,HR,HR Specialist,E1044,Full-time
E1455,Wendy,Roberts,Female,1973-08-27,2011-01-17,Accounting,Accountant,E1078,Full-time
E1456,Amber,Velasquez,Female,1974-05-09,2012-08-30,Consulting,Senior Consultant,,Contract
E1457,Caitlin,Santiago,Non-Binary,1980-09-01,2011-07-13,Consulting,Senior Consultant,E1092,Full-time
E1458,Jesse,Liu,Female,1980-09-20,2010-04-09,Accounting,Accountant,,Part-time
E1459,Ronald,Anderson,Male,1995-03-25,2019-02-28,Accounting,Finance Manager,,Contract
E1460,Joseph,Martin,Non-Binary,1959-04-21,2011-07-26,IT,Software Engineer,,Part-time
E1461,Kyle,Rodriguez,Male,1991-07-04,2024-02-28,Consulting,Senior Consultant,,Full-time
E1462,John,Smith,Female,1979-10-28,2023-09-17,HR,HR Specialist,,Contract
E1463,Joseph,Quinn,Male,1972-09-26,2001-04-01,Consulting,Senior Consultant,E1007,Part-time
E1464,Joshua,Anderson,Female,1962-08-26,1983-01-29,Consulting,Lead Consultant,E1011,Part-time
E1465,Samuel,Smith,Male,1993-11-07,2022-02-19,IT,Software Engineer,,Part-time
E1466,Jennifer,Rangel,Female,1972-04-24,2008-06-09,Sales,Account Executive,,Contract
E1467,Alexis,Oconnor,Male,2003-07-09,2021-08-23,Sales,Sales Associate,E1054,Contract
E1468,Jeff,Williams,Non-Binary,1962-12-11,1981-07-18,Sales,Account Executive,E1030,Full-time
E1469,Michelle,Patton,Non-Binary,1977-12-03,2017-02-09,Recruitment,Senior Recruiter,E1054,Full-time
E1470,Victoria,Pierce,Non-Binary,1995-08-04,2020-01-06,IT,Software Engineer,,Part-time
E1471,Adam,White,Female,1964-09-15,2021-12-17,HR,HR Assistant,E1020,Contract
E1472,Daniel,Gilbert,Male,1980-04-18,2010-11-22,Sales,Sales Associate,,Contract
E1473,Jay,Young,Female,1979-03-27,2003-07-04,Recruitment,Senior Recruiter,E1100,Full-time
E1474,Jared,Morgan,Female,1990-02-04,2013-10-05,Consulting,Senior Consultant,,Part-time
E1475,Michelle,Bentley,Male,1992-11-12,2017-12-06,Consulting,Lead Consultant,,Part-time
E1476,Joel,Hernandez,Non-Binary,1994-12-20,2022-06-16,Sales,Sales Manager,,Contract
E1477,Edward,Long,Male,1980-09-29,2005-07-15,Recruitment,Recruitment Manager,E1062,Contract
E1478,Patrick,Jones,Male,1965-02-04,1996-09-02,IT,System Administrator,,Part-time
E1479,Kevin,Smith,Male,1961-05-25,1983-05-02,Sales,Sales Associate,,Full-time
E1480,Jason,James,Female,1980-03-25,2020-09-15,Accounting,Finance Manager,E1024,Contract
E1481,William,Copeland,Female,2000-01-06,2022-08-21,Accounting,Billing Specialist,,Part-time
E1482,Ashley,Kaiser,Female,1971-04-28,2009-09-03,Consulting,Lead Consultant,E1009,Full-time
E1483,Daniel,Johnson,Male,1998-05-26,2020-01-15,IT,Software Engineer,E1093,Contract
E1484,Jessica,Clark,Male,1989-01-10,2018-06-30,Consulting,Consultant,E1051,Part-time
E1485,Jacob,Edwards,Male,1959-05-26,1982-08-08,IT,Software Engineer,E1060,Contract
E1486,Natasha,Fritz,Female,1967-09-28,2014-10-04,Sales,Account Executive,E1048,Contract
E1487,Shannon,White,Non-Binary,1965-09-02,1994-12-21,Accounting,Accountant,E1070,Full-time
E1488,Teresa,Allen,Female,1985-08-03,2016-02-10,Recruitment,Recruitment Manager,E1007,Contract
E1489,Thomas,Guerra,Non-Binary,1973-03-15,2016-10-18,Sales,Sales Manager,,Full-time
E1490,Julie,Garner,Male,1987-04-01,2023-01-21,Accounting,Billing Specialist,E1083,Part-time
E1491,Thomas,Hunt,Female,2004-04-21,2022-11-15,Accounting,Billing Specialist,E1032,Full-time
E1492,Karl,Miranda,Female,1985-12-24,2019-01-03,Recruitment,Senior Recruiter,,Part-time
E1493,Joel,Palmer,Female,1986-05-08,2017-07-07,Accounting,Billing Specialist,,Contract
E1494,Cassandra,Barker,Female,2004-04-24,2023-01-04,Recruitment,Recruiter,,Full-time
E1495,Kimberly,Vasquez,Male,1975-06-27,2009-12-22,Accounting,Accountant,E1039,Contract
E1496,Cheryl,Valdez,Male,1989-09-21,2019-04-02,Recruitment,Recruitment Manager,E1059,Contract
E1497,Michael,Weiss,Female,1982-03-05,2000-12-23,IT,Software Engineer,E1068,Part-time
E1498,Joel,James,Male,1991-03-13,2017-06-24,Sales,Sales Associate,E1065,Contract
E1499,Jose,Estrada,Female,1974-12-26,2006-08-03,Recruitment,Recruiter,E1052,Full-time
E1500,Joel,Cline,Female,1994-06-11,2012-09-22,Sales,Sales Manager,E1039,Full-time
E1501,Eric,Ramirez,Male,1960-08-05,2021-12-11,Sales,Sales Associate,E1058,Part-time
E1502,Nicholas,Richardson,Non-Binary,1985-07-16,2019-04-28,HR,HR Assistant,,Part-time
E1503,Jimmy,Preston,Female,1976-11-15,2002-09-23,Accounting,Billing Specialist,E1062,Full-time
E1504,Jesse,Ferrell,Male,1987-04-06,2021-11-06,HR,HR Manager,E1041,Full-time
E1505,Cristina,Cole,Female,1995-05-08,2015-06-26,Recruitment,Recruiter,,Contract
E1506,Megan,Collins,Non-Binary,1960-10-11,2017-04-30,IT,System Administrator,E1006,Contract
E1507,Clayton,Nichols,Non-Binary,1965-03-14,1986-08-07,Accounting,Accountant,E1000,Part-time
E1508,Vanessa,Schwartz,Female,1990-06-07,2010-07-27,Accounting,Finance Manager,E1084,Full-time
E1509,Julie,Wolfe,Non-Binary,1983-02-20,2014-04-19,Consulting,Consultant,,Contract
E1510,Pamela,Wilson,Male,1981-07-31,2021-03-27,HR,HR Assistant,E1086,Part-time
E1511,Felicia,Simmons,Male,1991-06-01,2021-08-19,Sales,Sales Associate,,Full-time
E1512,Kevin,Oconnor,Female,1963-05-25,2021-04-26,Consulting,Consultant,,Part-time
E1513,Jamie,Osborne,Non-Binary,1980-05-20,2007-12-13,Sales,Sales Manager,E1092,Part-time
E1514,Kristin,Allen,Female,1960-06-28,2024-09-26,Accounting,Finance Manager,E1100,Contract
E1515,Jennifer,Patrick,Male,2002-05-02,2022-05-02,Accounting,Finance Manager,,Full-time
E1516,Lisa,Harrison,Male,1991-05-04,2013-04-14,Sales,Account Executive,,Contract
E1517,Brian,Young,Non-Binary,1975-09-11,1997-12-21,Sales,Account Executive,,Contract
E1518,Mary,Gonzales,Non-Binary,1979-01-02,2016-01-14,Accounting,Finance Manager,E1048,Full-time
E1519,Sabrina,Powell,Male,1975-04-21,2012-01-28,Accounting,Finance Manager,E1041,Part-time
E1520,Jesus,Ross,Female,1972-07-24,1992-11-04,Recruitment,Senior Recruiter,E1026,Full-time
E1521,Kathryn,Wood,Male,1998-03-13,2021-09-14,IT,IT Manager,E1056,Part-time
E1522,Johnathan,Giles,Female,2001-12-21,2021-12-09,IT,System Administrator,E1034,Contract
E1523,Brian,Powell,Non-Binary,1987-11-06,2014-03-07,Accounting,Accountant,E1014,Contract
E1524,Nicholas,Hale,Non-Binary,1978-10-25,2021-07-20,Recruitment,Recruiter,,Full-time
E1525,Willie,Robinson,Non-Binary,1965-09-16,1992-12-05,HR,HR Manager,,Contract
E1526,Michael,Gibson,Non-Binary,1983-10-20,2022-05-31,Accounting,Finance Manager,,Part-time
E1527,Charles,Stephenson,Non-Binary,1979-01-23,1999-12-08,Sales,Account Executive,E1093,Contract
E1528,John,Powell,Female,1986-01-14,2013-04-28,IT,IT Manager,E1081,Contract
E1529,Pamela,Cobb,Male,1981-07-20,2023-04-13,HR,HR Specialist,,Contract
E1530,Stephen,Campbell,Male,1978-11-11,2017-09-06,Accounting,Billing Specialist,,Part-time
E1531,Garrett,George,Male,1984-08-12,2022-10-05,Sales,Account Executive,,Contract
E1532,Raymond,Wallace,Male,1996-01-07,2017-01-14,Accounting,Accountant,,Contract
E1533,Matthew,Collins,Male,1991-06-24,2012-01-29,Sales,Sales Associate,E1088,Full-time
E1534,Brittany,Mccall,Female,1963-10-27,2023-01-04,Sales,Sales Associate,E1092,Full-time
E1535,Gina,Sanchez,Non-Binary,1976-03-28,2015-07-01,Recruitment,Senior Recruiter,E1018,Full-time
E1536,Justin,Graham,Male,1964-08-11,1988-02-05,Recruitment,Senior Recruiter,E1089,Part-time
E1537,Cindy,Hamilton,Non-Binary,1988-09-09,2016-12-02,Recruitment,Recruiter,E1094,Full-time
E1538,Gregory,Vasquez,Male,1992-03-07,2015-07-29,Consulting,Senior Consultant,,Part-time
E1539,Melissa,King,Female,1986-04-07,2017-02-13,Accounting,Finance Manager,E1037,Contract
E1540,Ernest,Watson,Male,1989-05-12,2018-05-08,Sales,Sales Manager,,Full-time
E1541,April,Robbins,Non-Binary,2004-03-06,2023-08-20,Sales,Sales Manager,,Contract
E1542,Laura,Barron,Female,1996-06-02,2020-07-13,Consulting,Consultant,,Contract
E1543,Joshua,Nguyen,Male,1973-01-06,2002-06-03,Consulting,Senior Consultant,,Full-time
E1544,Amy,White,Male,1976-08-04,2017-11-08,Recruitment,Recruitment Manager,E1064,Contract
E1545,Lindsey,Gordon,Non-Binary,2002-04-01,2023-12-09,Recruitment,Senior Recruiter,,Part-time
E1546,Kevin,Collins,Male,1975-12-24,2015-11-16,Consulting,Consultant,,Part-time
E1547,Anne,Chavez,Female,1968-10-18,2013-01-02,Sales,Sales Manager,,Full-time
E1548,Amanda,Petersen,Non-Binary,1984-09-21,2022-09-20,Recruitment,Recruiter,E1063,Contract
E1549,Sally,Cannon,Female,2001-03-29,2024-05-29,Consulting,Senior Consultant,,Contract
E1550,Regina,Chaney,Male,1967-01-29,1995-05-03,Sales,Account Executive,E1063,Part-time
E1551,Thomas,Garcia,Non-Binary,1960-04-22,2012-03-15,IT,Software Engineer,E1023,Full-time
E1552,Lisa,Green,Male,1967-08-07,2020-01-14,Consulting,Lead Consultant,E1033,Contract
E1553,Linda,Martinez,Female,1986-01-01,2018-10-03,Sales,Account Executive,E1087,Full-time
E1554,Samantha,Costa,Non-Binary,1967-03-30,2001-01-11,Sales,Sales Manager,E1061,Part-time
E1555,Bradley,Davis,Non-Binary,1995-09-14,2017-12-02,Accounting,Billing Specialist,,Full-time
E1556,Katherine,Huffman,Non-Binary,1968-06-06,1997-02-07,Accounting,Accountant,,Contract
E1557,Laura,Adams,Female,1982-08-08,2017-07-14,Consulting,Lead Consultant,,Full-time
E1558,Christopher,Anderson,Female,1985-11-07,2009-01-21,Recruitment,Senior Recruiter,E1046,Contract
E1559,Mallory,Knight,Female,1992-10-28,2015-03-16,Accounting,Billing Specialist,,Part-time
